dou_codig,dou_anio,dou_universidad,dou_semestre,dou_nivel_educacion_superior,dou_programa,dou_categoria_personalU,dou_genero,dou_num_personalU
636,2013,5,2,5,84,3,2,0
637,2013,6,1,5,,1,1,0
638,2013,6,1,5,,1,2,0
639,2013,6,1,5,,2,1,0
640,2013,6,1,5,,2,2,0
641,2013,6,1,5,,3,1,24
642,2013,6,1,5,,3,2,8
643,2013,6,2,5,,1,1,0
644,2013,6,2,5,,1,2,0
645,2013,6,2,5,,2,1,0
646,2013,6,2,5,,2,2,0
647,2013,6,2,5,,3,1,21
648,2013,6,2,5,,3,2,7
649,2013,7,1,6,227,1,1,0
650,2013,7,1,6,228,1,1,0
651,2013,7,1,6,227,1,2,0
652,2013,7,1,6,228,1,2,0
653,2013,7,1,6,227,2,1,0
654,2013,7,1,6,228,2,1,0
655,2013,7,1,6,227,2,2,0
656,2013,7,1,6,228,2,2,0
657,2013,7,1,6,227,3,1,13
658,2013,7,1,6,228,3,1,4
659,2013,7,1,6,227,3,2,1
660,2013,7,1,6,228,3,2,2
661,2013,7,2,6,227,1,1,0
662,2013,7,2,6,228,1,1,0
663,2013,7,2,6,227,1,2,0
664,2013,7,2,6,228,1,2,0
665,2013,7,2,6,227,2,1,0
666,2013,7,2,6,228,2,1,0
667,2013,7,2,6,227,2,2,0
668,2013,7,2,6,228,2,2,0
669,2013,7,2,6,227,3,1,6
670,2013,7,2,6,228,3,1,1
671,2013,7,2,6,227,3,2,2
672,2013,7,2,6,228,3,2,0
673,2013,8,1,6,,1,1,1
674,2013,8,1,6,,1,2,1
675,2013,8,1,6,,2,1,0
676,2013,8,1,6,,2,2,0
677,2013,8,1,6,,3,1,38
678,2013,8,1,6,,3,2,3
679,2013,8,2,6,,1,1,1
680,2013,8,2,6,,1,2,1
681,2013,8,2,6,,2,1,0
682,2013,8,2,6,,2,2,0
683,2013,8,2,6,,3,1,38
684,2013,8,2,6,,3,2,3
685,2013,10,1,5,27,1,1,0
686,2013,10,1,5,28,1,1,0
687,2013,10,1,5,30,1,1,0
688,2013,10,1,5,141,1,1,0
689,2013,10,1,5,142,1,1,0
690,2013,10,1,5,143,1,1,0
691,2013,10,1,5,144,1,1,0
692,2013,10,1,5,145,1,1,0
693,2013,10,1,5,146,1,1,0
694,2013,10,1,5,147,1,1,0
695,2013,10,1,5,148,1,1,0
696,2013,10,1,5,149,1,1,0
697,2013,10,1,5,1,1,1,0
698,2013,10,1,5,81,1,1,0
699,2013,10,1,5,150,1,1,0
700,2013,10,1,5,27,1,2,0
701,2013,10,1,5,28,1,2,0
702,2013,10,1,5,30,1,2,0
703,2013,10,1,5,141,1,2,0
704,2013,10,1,5,142,1,2,0
705,2013,10,1,5,143,1,2,0
706,2013,10,1,5,144,1,2,0
707,2013,10,1,5,145,1,2,0
708,2013,10,1,5,146,1,2,0
709,2013,10,1,5,147,1,2,0
710,2013,10,1,5,148,1,2,0
711,2013,10,1,5,149,1,2,0
712,2013,10,1,5,1,1,2,0
713,2013,10,1,5,81,1,2,0
714,2013,10,1,5,150,1,2,0
715,2013,10,1,5,27,3,1,1
716,2013,10,1,5,28,3,1,0
717,2013,10,1,5,30,3,1,1
718,2013,10,1,5,141,3,1,0
719,2013,10,1,5,142,3,1,1
720,2013,10,1,5,143,3,1,0
721,2013,10,1,5,144,3,1,1
722,2013,10,1,5,145,3,1,0
723,2013,10,1,5,146,3,1,1
724,2013,10,1,5,147,3,1,0
725,2013,10,1,5,148,3,1,1
726,2013,10,1,5,149,3,1,1
727,2013,10,1,5,1,3,1,1
728,2013,10,1,5,81,3,1,1
729,2013,10,1,5,150,3,1,1
730,2013,10,1,5,27,3,2,0
731,2013,10,1,5,28,3,2,1
732,2013,10,1,5,30,3,2,0
733,2013,10,1,5,141,3,2,1
734,2013,10,1,5,142,3,2,0
735,2013,10,1,5,143,3,2,0
736,2013,10,1,5,144,3,2,0
737,2013,10,1,5,145,3,2,1
738,2013,10,1,5,146,3,2,1
739,2013,10,1,5,147,3,2,1
740,2013,10,1,5,148,3,2,0
741,2013,10,1,5,149,3,2,0
742,2013,10,1,5,1,3,2,0
743,2013,10,1,5,81,3,2,0
744,2013,10,1,5,150,3,2,0
745,2013,10,2,5,27,1,1,0
746,2013,10,2,5,28,1,1,0
747,2013,10,2,5,30,1,1,0
748,2013,10,2,5,141,1,1,0
749,2013,10,2,5,142,1,1,0
750,2013,10,2,5,143,1,1,0
751,2013,10,2,5,144,1,1,0
752,2013,10,2,5,145,1,1,0
753,2013,10,2,5,146,1,1,0
754,2013,10,2,5,147,1,1,0
755,2013,10,2,5,148,1,1,0
756,2013,10,2,5,149,1,1,0
757,2013,10,2,5,1,1,1,0
758,2013,10,2,5,81,1,1,0
759,2013,10,2,5,150,1,1,0
760,2013,10,2,5,27,1,2,0
761,2013,10,2,5,28,1,2,0
762,2013,10,2,5,30,1,2,0
763,2013,10,2,5,141,1,2,0
764,2013,10,2,5,142,1,2,0
765,2013,10,2,5,143,1,2,0
766,2013,10,2,5,144,1,2,0
767,2013,10,2,5,145,1,2,0
768,2013,10,2,5,146,1,2,0
769,2013,10,2,5,147,1,2,0
770,2013,10,2,5,148,1,2,0
771,2013,10,2,5,149,1,2,0
772,2013,10,2,5,1,1,2,0
773,2013,10,2,5,81,1,2,0
774,2013,10,2,5,150,1,2,0
775,2013,10,2,5,27,3,1,1
776,2013,10,2,5,28,3,1,0
777,2013,10,2,5,30,3,1,1
778,2013,10,2,5,141,3,1,0
779,2013,10,2,5,142,3,1,1
780,2013,10,2,5,143,3,1,0
781,2013,10,2,5,144,3,1,1
782,2013,10,2,5,145,3,1,0
783,2013,10,2,5,146,3,1,1
784,2013,10,2,5,147,3,1,0
785,2013,10,2,5,148,3,1,1
786,2013,10,2,5,149,3,1,1
787,2013,10,2,5,1,3,1,1
788,2013,10,2,5,81,3,1,1
789,2013,10,2,5,150,3,1,1
790,2013,10,2,5,27,3,2,0
791,2013,10,2,5,28,3,2,1
792,2013,10,2,5,30,3,2,0
793,2013,10,2,5,141,3,2,1
794,2013,10,2,5,142,3,2,0
795,2013,10,2,5,143,3,2,0
796,2013,10,2,5,144,3,2,0
797,2013,10,2,5,145,3,2,1
798,2013,10,2,5,146,3,2,1
799,2013,10,2,5,147,3,2,1
800,2013,10,2,5,148,3,2,0
801,2013,10,2,5,149,3,2,0
802,2013,10,2,5,1,3,2,0
803,2013,10,2,5,81,3,2,0
804,2013,10,2,5,150,3,2,0
805,2012,2,,5,81,1,,0
806,2012,2,,5,6,1,,1
807,2012,2,,5,44,1,,7
808,2012,2,,5,41,1,,15
809,2012,2,,5,45,1,,13
810,2012,2,,5,34,1,,11
811,2012,2,,5,20,1,,8
812,2012,2,,5,35,1,,2
813,2012,2,,6,48,1,,2
814,2012,2,,6,49,1,,2
815,2012,2,,5,81,2,,2
816,2012,2,,5,6,2,,5
817,2012,2,,5,44,2,,3
818,2012,2,,5,41,2,,16
819,2012,2,,5,45,2,,6
820,2012,2,,5,34,2,,0
821,2012,2,,5,20,2,,1
822,2012,2,,5,35,2,,0
823,2012,2,,6,48,2,,1
824,2012,2,,6,49,2,,1
825,2012,2,,5,81,3,,8
826,2012,2,,5,6,3,,15
827,2012,2,,5,44,3,,7
828,2012,2,,5,41,3,,43
829,2012,2,,5,45,3,,21
830,2012,2,,5,34,3,,10
831,2012,2,,5,20,3,,5
832,2012,2,,5,35,3,,0
833,2012,2,,6,48,3,,0
834,2012,2,,6,49,3,,0
835,2012,3,,5,1,1,,0
836,2012,3,,5,93,1,,0
837,2012,3,,5,94,1,,0
838,2012,3,,5,6,1,,0
839,2012,3,,5,41,1,,0
840,2012,3,,5,95,1,,0
841,2012,3,,5,44,1,,0
842,2012,3,,5,45,1,,0
843,2012,3,,5,21,1,,0
844,2012,3,,5,96,1,,0
845,2012,3,,5,97,1,,0
846,2012,3,,5,98,1,,0
847,2012,3,,5,34,1,,0
848,2012,3,,6,99,1,,0
849,2012,3,,5,1,2,,0
850,2012,3,,5,93,2,,0
851,2012,3,,5,94,2,,0
852,2012,3,,5,6,2,,0
853,2012,3,,5,41,2,,0
854,2012,3,,5,95,2,,0
855,2012,3,,5,44,2,,0
856,2012,3,,5,45,2,,0
857,2012,3,,5,21,2,,0
858,2012,3,,5,96,2,,0
859,2012,3,,5,97,2,,0
860,2012,3,,5,98,2,,0
861,2012,3,,5,34,2,,0
862,2012,3,,6,99,2,,0
863,2012,3,,5,1,3,,0
864,2012,3,,5,93,3,,0
865,2012,3,,5,94,3,,0
866,2012,3,,5,6,3,,0
867,2012,3,,5,41,3,,0
868,2012,3,,5,95,3,,0
869,2012,3,,5,44,3,,0
870,2012,3,,5,45,3,,0
871,2012,3,,5,21,3,,0
872,2012,3,,5,96,3,,0
873,2012,3,,5,97,3,,0
874,2012,3,,5,98,3,,0
875,2012,3,,5,34,3,,0
876,2012,3,,6,99,3,,0
877,2012,4,,5,81,1,,2
878,2012,4,,5,85,1,,8
879,2012,4,,5,45,1,,25
880,2012,4,,5,79,1,,2
881,2012,4,,5,80,1,,2
882,2012,4,,5,83,1,,2
883,2012,4,,5,86,1,,8
884,2012,4,,5,44,1,,4
885,2012,4,,5,82,1,,0
886,2012,4,,5,84,1,,0
887,2012,4,,5,81,2,,0
888,2012,4,,5,85,2,,0
889,2012,4,,5,45,2,,0
890,2012,4,,5,79,2,,0
891,2012,4,,5,80,2,,0
892,2012,4,,5,83,2,,0
893,2012,4,,5,86,2,,0
894,2012,4,,5,44,2,,0
895,2012,4,,5,82,2,,0
896,2012,4,,5,84,2,,0
897,2012,4,,5,81,3,,13
898,2012,4,,5,85,3,,22
899,2012,4,,5,45,3,,103
900,2012,4,,5,79,3,,33
901,2012,4,,5,80,3,,27
902,2012,4,,5,83,3,,29
903,2012,4,,5,86,3,,35
904,2012,4,,5,44,3,,26
905,2012,4,,5,82,3,,10
906,2012,4,,5,84,3,,16
907,2012,5,,5,1,1,,8
908,2012,5,,5,44,1,,1
909,2012,5,,5,35,1,,1
910,2012,5,,5,46,1,,2
911,2012,5,,5,100,1,,2
912,2012,5,,5,101,1,,0
913,2012,5,,5,102,1,,0
914,2012,5,,5,84,1,,4
915,2012,5,,5,103,1,,0
916,2012,5,,5,104,1,,0
917,2012,5,,5,105,1,,0
918,2012,5,,5,106,1,,0
919,2012,5,,5,107,1,,0
920,2012,5,,5,1,2,,5
921,2012,5,,5,44,2,,1
922,2012,5,,5,35,2,,4
923,2012,5,,5,46,2,,1
924,2012,5,,5,100,2,,1
925,2012,5,,5,101,2,,0
926,2012,5,,5,102,2,,0
927,2012,5,,5,84,2,,4
928,2012,5,,5,103,2,,0
929,2012,5,,5,104,2,,0
930,2012,5,,5,105,2,,2
931,2012,5,,5,106,2,,0
932,2012,5,,5,107,2,,0
933,2012,5,,5,1,3,,5
934,2012,5,,5,44,3,,1
935,2012,5,,5,35,3,,2
936,2012,5,,5,46,3,,2
937,2012,5,,5,100,3,,2
938,2012,5,,5,101,3,,0
939,2012,5,,5,102,3,,2
940,2012,5,,5,84,3,,2
941,2012,5,,5,103,3,,0
942,2012,5,,5,104,3,,0
943,2012,5,,5,105,3,,5
944,2012,5,,5,106,3,,2
945,2012,5,,5,107,3,,3
946,2012,10,,5,27,1,,0
947,2012,10,,5,28,1,,0
948,2012,10,,5,30,1,,0
949,2012,10,,5,141,1,,0
950,2012,10,,5,142,1,,0
951,2012,10,,5,143,1,,0
952,2012,10,,5,144,1,,0
953,2012,10,,5,145,1,,0
954,2012,10,,5,146,1,,0
955,2012,10,,5,147,1,,0
956,2012,10,,5,148,1,,0
957,2012,10,,5,149,1,,0
958,2012,10,,5,1,1,,0
959,2012,10,,5,81,1,,0
960,2012,10,,5,150,1,,0
961,2012,10,,5,27,2,,0
962,2012,10,,5,28,2,,0
963,2012,10,,5,30,2,,0
964,2012,10,,5,141,2,,0
965,2012,10,,5,142,2,,0
966,2012,10,,5,143,2,,0
967,2012,10,,5,144,2,,0
968,2012,10,,5,145,2,,0
969,2012,10,,5,146,2,,0
970,2012,10,,5,147,2,,0
971,2012,10,,5,148,2,,0
972,2012,10,,5,149,2,,0
973,2012,10,,5,1,2,,0
974,2012,10,,5,81,2,,0
975,2012,10,,5,150,2,,0
976,2012,10,,5,27,3,,1
977,2012,10,,5,28,3,,2
978,2012,10,,5,30,3,,1
979,2012,10,,5,141,3,,1
980,2012,10,,5,142,3,,1
981,2012,10,,5,143,3,,1
982,2012,10,,5,144,3,,1
983,2012,10,,5,145,3,,1
984,2012,10,,5,146,3,,2
985,2012,10,,5,147,3,,1
986,2012,10,,5,148,3,,1
987,2012,10,,5,149,3,,2
988,2012,10,,5,1,3,,2
989,2012,10,,5,81,3,,2
990,2012,10,,5,150,3,,1
991,2011,1,,5,1,1,,18
992,2011,1,,5,6,1,,12
993,2011,1,,5,88,1,,0
994,2011,1,,5,11,1,,0
995,2011,1,,5,14,1,,18
996,2011,1,,5,13,1,,27
997,2011,1,,5,34,1,,9
998,2011,1,,5,15,1,,23
999,2011,1,,5,19,1,,16
1000,2011,1,,5,21,1,,15
1001,2011,1,,5,151,1,,0
1002,2011,1,,5,92,1,,9
1003,2011,1,,5,152,1,,0
1004,2011,1,,5,31,1,,6
1005,2011,1,,5,29,1,,10
1006,2011,1,,5,27,1,,4
1007,2011,1,,5,32,1,,11
1008,2011,1,,5,28,1,,9
1009,2011,1,,5,30,1,,8
1010,2011,1,,5,33,1,,9
1011,2011,1,,5,35,1,,11
1012,2011,1,,5,38,1,,0
1013,2011,1,,5,41,1,,13
1014,2011,1,,5,50,1,,0
1015,2011,1,,6,51,1,,0
1016,2011,1,,6,52,1,,0
1017,2011,1,,6,89,1,,0
1018,2011,1,,6,53,1,,0
1019,2011,1,,6,157,1,,0
1020,2011,1,,6,55,1,,0
1021,2011,1,,6,54,1,,0
1022,2011,1,,6,57,1,,0
1023,2011,1,,6,58,1,,0
1024,2011,1,,6,59,1,,0
1025,2011,1,,6,60,1,,0
1026,2011,1,,6,61,1,,0
1027,2011,1,,6,62,1,,0
1028,2011,1,,6,65,1,,0
1029,2011,1,,6,66,1,,0
1030,2011,1,,6,67,1,,0
1031,2011,1,,6,153,1,,0
1032,2011,1,,6,154,1,,0
1033,2011,1,,6,155,1,,0
1034,2011,1,,6,156,1,,0
1035,2011,1,,6,71,1,,0
1036,2011,1,,5,1,2,,1
1037,2011,1,,5,6,2,,0
1038,2011,1,,5,88,2,,0
1039,2011,1,,5,11,2,,0
1040,2011,1,,5,14,2,,1
1041,2011,1,,5,13,2,,41
1042,2011,1,,5,34,2,,0
1043,2011,1,,5,15,2,,0
1044,2011,1,,5,19,2,,1
1045,2011,1,,5,21,2,,0
1046,2011,1,,5,151,2,,0
1047,2011,1,,5,92,2,,0
1048,2011,1,,5,152,2,,0
1049,2011,1,,5,31,2,,0
1050,2011,1,,5,29,2,,0
1051,2011,1,,5,27,2,,0
1052,2011,1,,5,32,2,,0
1053,2011,1,,5,28,2,,1
1054,2011,1,,5,30,2,,0
1055,2011,1,,5,33,2,,0
1056,2011,1,,5,35,2,,0
1057,2011,1,,5,38,2,,0
1058,2011,1,,5,41,2,,0
1059,2011,1,,5,50,2,,0
1060,2011,1,,6,51,2,,0
1061,2011,1,,6,52,2,,0
1062,2011,1,,6,89,2,,0
1063,2011,1,,6,53,2,,0
1064,2011,1,,6,157,2,,0
1065,2011,1,,6,55,2,,0
1066,2011,1,,6,54,2,,0
1067,2011,1,,6,57,2,,0
1068,2011,1,,6,58,2,,0
1069,2011,1,,6,59,2,,0
1070,2011,1,,6,60,2,,0
1071,2011,1,,6,61,2,,0
1072,2011,1,,6,62,2,,0
1073,2011,1,,6,65,2,,0
1074,2011,1,,6,66,2,,0
1075,2011,1,,6,67,2,,0
1076,2011,1,,6,153,2,,0
1077,2011,1,,6,154,2,,0
1078,2011,1,,6,155,2,,0
1079,2011,1,,6,156,2,,0
1080,2011,1,,6,71,2,,0
1081,2011,1,,5,1,3,,43
1082,2011,1,,5,6,3,,17
1083,2011,1,,5,88,3,,8
1084,2011,1,,5,11,3,,4
1085,2011,1,,5,14,3,,16
1086,2011,1,,5,13,3,,71
1087,2011,1,,5,34,3,,24
1088,2011,1,,5,15,3,,5
1089,2011,1,,5,19,3,,5
1090,2011,1,,5,21,3,,16
1091,2011,1,,5,151,3,,0
1092,2011,1,,5,92,3,,33
1093,2011,1,,5,152,3,,0
1094,2011,1,,5,31,3,,15
1095,2011,1,,5,29,3,,26
1096,2011,1,,5,27,3,,12
1097,2011,1,,5,32,3,,39
1098,2011,1,,5,28,3,,24
1099,2011,1,,5,30,3,,4
1100,2011,1,,5,33,3,,13
1101,2011,1,,5,35,3,,7
1102,2011,1,,5,38,3,,0
1103,2011,1,,5,41,3,,45
1104,2011,1,,5,50,3,,0
1105,2011,1,,6,51,3,,0
1106,2011,1,,6,52,3,,0
1107,2011,1,,6,89,3,,0
1108,2011,1,,6,53,3,,0
1109,2011,1,,6,157,3,,0
1110,2011,1,,6,55,3,,0
1111,2011,1,,6,54,3,,0
1112,2011,1,,6,57,3,,0
1113,2011,1,,6,58,3,,0
1114,2011,1,,6,59,3,,0
1115,2011,1,,6,60,3,,0
1116,2011,1,,6,61,3,,0
1117,2011,1,,6,62,3,,0
1118,2011,1,,6,65,3,,0
1119,2011,1,,6,66,3,,0
1120,2011,1,,6,67,3,,0
1121,2011,1,,6,153,3,,0
1122,2011,1,,6,154,3,,0
1123,2011,1,,6,155,3,,0
1124,2011,1,,6,156,3,,0
1125,2011,1,,6,71,3,,0
1126,2011,2,,5,81,1,,0
1127,2011,2,,5,6,1,,0
1128,2011,2,,5,44,1,,6
1129,2011,2,,5,41,1,,5
1130,2011,2,,5,45,1,,10
1131,2011,2,,5,34,1,,10
1132,2011,2,,5,20,1,,7
1133,2011,2,,5,35,1,,3
1134,2011,2,,5,73,1,,9
1135,2011,2,,6,48,1,,2
1136,2011,2,,6,49,1,,2
1137,2011,2,,5,81,2,,2
1138,2011,2,,5,6,2,,5
1139,2011,2,,5,44,2,,3
1140,2011,2,,5,41,2,,10
1141,2011,2,,5,45,2,,0
1142,2011,2,,5,34,2,,0
1143,2011,2,,5,20,2,,3
1144,2011,2,,5,35,2,,0
1145,2011,2,,5,73,2,,2
1146,2011,2,,6,48,2,,1
1147,2011,2,,6,49,2,,1
1148,2011,2,,5,81,3,,18
1149,2011,2,,5,6,3,,22
1150,2011,2,,5,44,3,,21
1151,2011,2,,5,41,3,,52
1152,2011,2,,5,45,3,,31
1153,2011,2,,5,34,3,,11
1154,2011,2,,5,20,3,,38
1155,2011,2,,5,35,3,,9
1156,2011,2,,5,73,3,,7
1157,2011,2,,6,48,3,,0
1158,2011,2,,6,49,3,,0
1159,2011,4,,5,81,1,,0
1160,2011,4,,5,85,1,,8
1161,2011,4,,5,45,1,,6
1162,2011,4,,5,79,1,,2
1163,2011,4,,5,80,1,,2
1164,2011,4,,5,83,1,,1
1165,2011,4,,5,86,1,,7
1166,2011,4,,5,44,1,,2
1167,2011,4,,5,82,1,,0
1168,2011,4,,5,84,1,,0
1169,2011,4,,5,81,2,,0
1170,2011,4,,5,85,2,,0
1171,2011,4,,5,45,2,,0
1172,2011,4,,5,79,2,,0
1173,2011,4,,5,80,2,,0
1174,2011,4,,5,83,2,,0
1175,2011,4,,5,86,2,,0
1176,2011,4,,5,44,2,,0
1177,2011,4,,5,82,2,,0
1178,2011,4,,5,84,2,,0
1179,2011,4,,5,81,3,,21
1180,2011,4,,5,85,3,,19
1181,2011,4,,5,45,3,,73
1182,2011,4,,5,79,3,,36
1183,2011,4,,5,80,3,,22
1184,2011,4,,5,83,3,,27
1185,2011,4,,5,86,3,,30
1186,2011,4,,5,44,3,,22
1187,2011,4,,5,82,3,,10
1188,2011,4,,5,84,3,,14
1189,2011,5,,5,1,1,,0
1190,2011,5,,5,44,1,,0
1191,2011,5,,5,35,1,,0
1192,2011,5,,5,101,1,,0
1193,2011,5,,5,158,1,,0
1194,2011,5,,5,84,1,,0
1195,2011,5,,5,103,1,,0
1196,2011,5,,5,104,1,,0
1197,2011,5,,5,105,1,,0
1198,2011,5,,5,106,1,,0
1199,2011,5,,5,107,1,,0
1200,2011,5,,5,1,2,,0
1201,2011,5,,5,44,2,,0
1202,2011,5,,5,35,2,,0
1203,2011,5,,5,101,2,,0
1204,2011,5,,5,158,2,,0
1205,2011,5,,5,84,2,,0
1206,2011,5,,5,103,2,,0
1207,2011,5,,5,104,2,,0
1208,2011,5,,5,105,2,,0
1209,2011,5,,5,106,2,,0
1210,2011,5,,5,107,2,,0
1211,2011,5,,5,1,3,,0
1212,2011,5,,5,44,3,,0
1213,2011,5,,5,35,3,,0
1214,2011,5,,5,101,3,,0
1215,2011,5,,5,158,3,,0
1216,2011,5,,5,84,3,,0
1217,2011,5,,5,103,3,,0
1218,2011,5,,5,104,3,,0
1219,2011,5,,5,105,3,,0
1220,2011,5,,5,106,3,,0
1221,2011,5,,5,107,3,,0
1222,2011,10,,5,27,1,,0
1223,2011,10,,5,28,1,,0
1224,2011,10,,5,30,1,,0
1225,2011,10,,5,141,1,,0
1226,2011,10,,5,142,1,,0
1227,2011,10,,5,143,1,,0
1228,2011,10,,5,144,1,,0
1229,2011,10,,5,145,1,,0
1230,2011,10,,5,146,1,,0
1231,2011,10,,5,147,1,,0
1232,2011,10,,5,148,1,,0
1233,2011,10,,5,149,1,,0
1234,2011,10,,5,1,1,,0
1235,2011,10,,5,81,1,,0
1236,2011,10,,5,150,1,,0
1237,2011,10,,5,27,2,,0
1238,2011,10,,5,28,2,,0
1239,2011,10,,5,30,2,,0
1240,2011,10,,5,141,2,,0
1241,2011,10,,5,142,2,,0
1242,2011,10,,5,143,2,,0
1243,2011,10,,5,144,2,,0
1244,2011,10,,5,145,2,,0
1245,2011,10,,5,146,2,,0
1246,2011,10,,5,147,2,,0
1247,2011,10,,5,148,2,,0
1248,2011,10,,5,149,2,,0
1249,2011,10,,5,1,2,,0
1250,2011,10,,5,81,2,,0
1251,2011,10,,5,150,2,,0
1252,2011,10,,5,27,3,,1
1253,2011,10,,5,28,3,,1
1254,2011,10,,5,30,3,,0
1255,2011,10,,5,141,3,,1
1256,2011,10,,5,142,3,,1
1257,2011,10,,5,143,3,,0
1258,2011,10,,5,144,3,,1
1259,2011,10,,5,145,3,,1
1260,2011,10,,5,146,3,,1
1261,2011,10,,5,147,3,,0
1262,2011,10,,5,148,3,,0
1263,2011,10,,5,149,3,,1
1264,2011,10,,5,1,3,,2
1265,2011,10,,5,81,3,,1
1266,2011,10,,5,150,3,,1
1267,2010,1,,5,1,1,,18
1268,2010,1,,5,6,1,,12
1269,2010,1,,5,88,1,,0
1270,2010,1,,5,11,1,,0
1271,2010,1,,5,14,1,,18
1272,2010,1,,5,13,1,,27
1273,2010,1,,5,34,1,,9
1274,2010,1,,5,15,1,,23
1275,2010,1,,5,19,1,,16
1276,2010,1,,5,21,1,,15
1277,2010,1,,5,151,1,,0
