nine_codigo,nine_codMunicipio,nine_anio,nine_tipo_institucion,nine_tipo_plantel,nine_area,nine_num_instituciones
1,41006,2016,1,1,1,1
2,41013,2016,1,1,1,1
3,41016,2016,1,1,1,1
4,41020,2016,1,1,1,1
5,41026,2016,1,1,1,1
6,41078,2016,1,1,1,1
7,41132,2016,1,1,1,3
8,41206,2016,1,1,1,1
9,41244,2016,1,1,1,1
10,41298,2016,1,1,1,4
11,41306,2016,1,1,1,3
12,41319,2016,1,1,1,1
13,41349,2016,1,1,1,1
14,41357,2016,1,1,1,1
15,41359,2016,1,1,1,1
16,41378,2016,1,1,1,1
17,41396,2016,1,1,1,5
18,41483,2016,1,1,1,1
19,41001,2016,1,1,1,29
20,41503,2016,1,1,1,1
21,41518,2016,1,1,1,1
22,41524,2016,1,1,1,2
23,41530,2016,1,1,1,1
24,41548,2016,1,1,1,1
25,41551,2016,1,1,1,6
26,41615,2016,1,1,1,1
27,41660,2016,1,1,1,1
28,41668,2016,1,1,1,2
29,41676,2016,1,1,1,1
30,41770,2016,1,1,1,1
31,41791,2016,1,1,1,1
32,41799,2016,1,1,1,1
33,41801,2016,1,1,1,1
34,41797,2016,1,1,1,2
35,41807,2016,1,1,1,1
36,41872,2016,1,1,1,1
37,41885,2016,1,1,1,1
38,41006,2016,1,1,2,8
39,41013,2016,1,1,2,2
40,41016,2016,1,1,2,2
41,41020,2016,1,1,2,5
42,41026,2016,1,1,2,0
43,41078,2016,1,1,2,2
44,41132,2016,1,1,2,2
45,41206,2016,1,1,2,4
46,41244,2016,1,1,2,0
47,41298,2016,1,1,2,9
48,41306,2016,1,1,2,6
49,41319,2016,1,1,2,2
50,41349,2016,1,1,2,0
51,41357,2016,1,1,2,4
52,41359,2016,1,1,2,6
53,41378,2016,1,1,2,4
54,41396,2016,1,1,2,13
55,41483,2016,1,1,2,3
56,41001,2016,1,1,2,10
57,41503,2016,1,1,2,2
58,41518,2016,1,1,2,0
59,41524,2016,1,1,2,5
60,41530,2016,1,1,2,4
61,41548,2016,1,1,2,3
62,41551,2016,1,1,2,10
63,41615,2016,1,1,2,3
64,41660,2016,1,1,2,1
65,41668,2016,1,1,2,7
66,41676,2016,1,1,2,3
67,41770,2016,1,1,2,6
68,41791,2016,1,1,2,5
69,41799,2016,1,1,2,3
70,41801,2016,1,1,2,2
71,41797,2016,1,1,2,2
72,41807,2016,1,1,2,5
73,41872,2016,1,1,2,3
74,41885,2016,1,1,2,0
75,41006,2016,1,2,1,0
76,41013,2016,1,2,1,0
77,41016,2016,1,2,1,0
78,41020,2016,1,2,1,0
79,41026,2016,1,2,1,0
80,41078,2016,1,2,1,0
81,41132,2016,1,2,1,0
82,41206,2016,1,2,1,0
83,41244,2016,1,2,1,0
84,41298,2016,1,2,1,0
85,41306,2016,1,2,1,0
86,41319,2016,1,2,1,0
87,41349,2016,1,2,1,0
88,41357,2016,1,2,1,0
89,41359,2016,1,2,1,0
90,41378,2016,1,2,1,0
91,41396,2016,1,2,1,0
92,41483,2016,1,2,1,0
93,41001,2016,1,2,1,0
94,41503,2016,1,2,1,0
95,41518,2016,1,2,1,0
96,41524,2016,1,2,1,0
97,41530,2016,1,2,1,0
98,41548,2016,1,2,1,0
99,41551,2016,1,2,1,0
100,41615,2016,1,2,1,0
101,41660,2016,1,2,1,0
102,41668,2016,1,2,1,0
103,41676,2016,1,2,1,0
104,41770,2016,1,2,1,0
105,41791,2016,1,2,1,0
106,41799,2016,1,2,1,0
107,41801,2016,1,2,1,0
108,41797,2016,1,2,1,0
109,41807,2016,1,2,1,0
110,41872,2016,1,2,1,0
111,41885,2016,1,2,1,0
112,41006,2016,1,2,2,0
113,41013,2016,1,2,2,1
114,41016,2016,1,2,2,1
115,41020,2016,1,2,2,0
116,41026,2016,1,2,2,0
117,41078,2016,1,2,2,1
118,41132,2016,1,2,2,1
119,41206,2016,1,2,2,1
120,41244,2016,1,2,2,0
121,41298,2016,1,2,2,1
122,41306,2016,1,2,2,0
123,41319,2016,1,2,2,0
124,41349,2016,1,2,2,0
125,41357,2016,1,2,2,0
126,41359,2016,1,2,2,0
127,41378,2016,1,2,2,1
128,41396,2016,1,2,2,1
129,41483,2016,1,2,2,0
130,41001,2016,1,2,2,1
131,41503,2016,1,2,2,0
132,41518,2016,1,2,2,0
133,41524,2016,1,2,2,0
134,41530,2016,1,2,2,0
135,41548,2016,1,2,2,1
136,41551,2016,1,2,2,0
137,41615,2016,1,2,2,0
138,41660,2016,1,2,2,0
139,41668,2016,1,2,2,0
140,41676,2016,1,2,2,0
141,41770,2016,1,2,2,0
142,41791,2016,1,2,2,0
143,41799,2016,1,2,2,0
144,41801,2016,1,2,2,0
145,41797,2016,1,2,2,0
146,41807,2016,1,2,2,0
147,41872,2016,1,2,2,1
148,41885,2016,1,2,2,0
149,41006,2016,1,3,1,5
150,41013,2016,1,3,1,3
151,41016,2016,1,3,1,6
152,41020,2016,1,3,1,4
153,41026,2016,1,3,1,3
154,41078,2016,1,3,1,4
155,41132,2016,1,3,1,15
156,41206,2016,1,3,1,2
157,41244,2016,1,3,1,2
158,41298,2016,1,3,1,15
159,41306,2016,1,3,1,5
160,41319,2016,1,3,1,4
161,41349,2016,1,3,1,3
162,41357,2016,1,3,1,3
163,41359,2016,1,3,1,3
164,41378,2016,1,3,1,2
165,41396,2016,1,3,1,13
166,41483,2016,1,3,1,3
167,41001,2016,1,3,1,60
168,41503,2016,1,3,1,2
169,41518,2016,1,3,1,1
170,41524,2016,1,3,1,6
171,41530,2016,1,3,1,4
172,41548,2016,1,3,1,3
173,41551,2016,1,3,1,18
174,41615,2016,1,3,1,5
175,41660,2016,1,3,1,3
176,41668,2016,1,3,1,7
177,41676,2016,1,3,1,4
178,41770,2016,1,3,1,3
179,41791,2016,1,3,1,4
180,41799,2016,1,3,1,3
181,41801,2016,1,3,1,3
182,41797,2016,1,3,1,5
183,41807,2016,1,3,1,5
184,41872,2016,1,3,1,2
185,41885,2016,1,3,1,5
186,41006,2016,1,3,2,80
187,41013,2016,1,3,2,18
188,41016,2016,1,3,2,25
189,41020,2016,1,3,2,55
190,41026,2016,1,3,2,6
191,41078,2016,1,3,2,27
192,41132,2016,1,3,2,31
193,41206,2016,1,3,2,49
194,41244,2016,1,3,2,11
195,41298,2016,1,3,2,86
196,41306,2016,1,3,2,41
197,41319,2016,1,3,2,46
198,41349,2016,1,3,2,5
199,41357,2016,1,3,2,25
200,41359,2016,1,3,2,57
201,41378,2016,1,3,2,32
202,41396,2016,1,3,2,115
203,41483,2016,1,3,2,20
204,41001,2016,1,3,2,65
205,41503,2016,1,3,2,25
206,41518,2016,1,3,2,19
207,41524,2016,1,3,2,46
208,41530,2016,1,3,2,36
209,41548,2016,1,3,2,34
210,41551,2016,1,3,2,124
211,41615,2016,1,3,2,22
212,41660,2016,1,3,2,37
213,41668,2016,1,3,2,82
214,41676,2016,1,3,2,35
215,41770,2016,1,3,2,52
216,41791,2016,1,3,2,47
217,41799,2016,1,3,2,44
218,41801,2016,1,3,2,20
219,41797,2016,1,3,2,15
220,41807,2016,1,3,2,32
221,41872,2016,1,3,2,12
222,41885,2016,1,3,2,5
223,41006,2016,2,4,1,2
224,41013,2016,2,4,1,0
225,41016,2016,2,4,1,0
226,41020,2016,2,4,1,1
227,41026,2016,2,4,1,0
228,41078,2016,2,4,1,0
229,41132,2016,2,4,1,4
230,41206,2016,2,4,1,0
231,41244,2016,2,4,1,0
232,41298,2016,2,4,1,10
233,41306,2016,2,4,1,1
234,41319,2016,2,4,1,0
235,41349,2016,2,4,1,0
236,41357,2016,2,4,1,0
237,41359,2016,2,4,1,2
238,41378,2016,2,4,1,1
239,41396,2016,2,4,1,4
240,41483,2016,2,4,1,0
241,41001,2016,2,4,1,120
242,41503,2016,2,4,1,1
243,41518,2016,2,4,1,0
244,41524,2016,2,4,1,4
245,41530,2016,2,4,1,0
246,41548,2016,2,4,1,1
247,41551,2016,2,4,1,28
248,41615,2016,2,4,1,3
249,41660,2016,2,4,1,0
250,41668,2016,2,4,1,1
251,41676,2016,2,4,1,0
252,41770,2016,2,4,1,2
253,41791,2016,2,4,1,1
254,41799,2016,2,4,1,0
255,41801,2016,2,4,1,0
256,41797,2016,2,4,1,1
257,41807,2016,2,4,1,3
258,41872,2016,2,4,1,0
259,41885,2016,2,4,1,2
260,41006,2016,2,4,2,1
261,41013,2016,2,4,2,0
262,41016,2016,2,4,2,0
263,41020,2016,2,4,2,0
264,41026,2016,2,4,2,0
265,41078,2016,2,4,2,0
266,41132,2016,2,4,2,0
267,41206,2016,2,4,2,0
268,41244,2016,2,4,2,0
269,41298,2016,2,4,2,0
270,41306,2016,2,4,2,0
271,41319,2016,2,4,2,0
272,41349,2016,2,4,2,0
273,41357,2016,2,4,2,0
274,41359,2016,2,4,2,0
275,41378,2016,2,4,2,0
276,41396,2016,2,4,2,0
277,41483,2016,2,4,2,0
278,41001,2016,2,4,2,0
279,41503,2016,2,4,2,0
280,41518,2016,2,4,2,0
281,41524,2016,2,4,2,1
282,41530,2016,2,4,2,0
283,41548,2016,2,4,2,0
284,41551,2016,2,4,2,0
285,41615,2016,2,4,2,2
286,41660,2016,2,4,2,0
287,41668,2016,2,4,2,0
288,41676,2016,2,4,2,0
289,41770,2016,2,4,2,0
290,41791,2016,2,4,2,0
291,41799,2016,2,4,2,0
292,41801,2016,2,4,2,0
293,41797,2016,2,4,2,0
294,41807,2016,2,4,2,0
295,41872,2016,2,4,2,0
296,41885,2016,2,4,2,0
297,41006,2015,1,1,1,1
298,41013,2015,1,1,1,1
299,41016,2015,1,1,1,1
300,41020,2015,1,1,1,1
301,41026,2015,1,1,1,1
302,41078,2015,1,1,1,1
303,41132,2015,1,1,1,3
304,41206,2015,1,1,1,1
305,41244,2015,1,1,1,1
306,41298,2015,1,1,1,4
307,41306,2015,1,1,1,3
308,41319,2015,1,1,1,1
309,41349,2015,1,1,1,1
310,41357,2015,1,1,1,1
311,41359,2015,1,1,1,1
312,41378,2015,1,1,1,1
313,41396,2015,1,1,1,5
314,41483,2015,1,1,1,1
315,41001,2015,1,1,1,29
316,41503,2015,1,1,1,1
317,41518,2015,1,1,1,1
318,41524,2015,1,1,1,2
319,41530,2015,1,1,1,1
320,41548,2015,1,1,1,1
321,41551,2015,1,1,1,6
322,41615,2015,1,1,1,1
323,41660,2015,1,1,1,1
324,41668,2015,1,1,1,2
325,41676,2015,1,1,1,1
326,41770,2015,1,1,1,1
327,41791,2015,1,1,1,1
328,41799,2015,1,1,1,1
329,41801,2015,1,1,1,1
330,41797,2015,1,1,1,2
331,41807,2015,1,1,1,1
332,41872,2015,1,1,1,1
333,41885,2015,1,1,1,2
334,41006,2015,1,1,2,8
335,41013,2015,1,1,2,2
336,41016,2015,1,1,2,2
337,41020,2015,1,1,2,5
338,41026,2015,1,1,2,0
339,41078,2015,1,1,2,2
340,41132,2015,1,1,2,2
341,41206,2015,1,1,2,4
342,41244,2015,1,1,2,0
343,41298,2015,1,1,2,9
344,41306,2015,1,1,2,6
345,41319,2015,1,1,2,2
346,41349,2015,1,1,2,0
347,41357,2015,1,1,2,4
348,41359,2015,1,1,2,6
349,41378,2015,1,1,2,4
350,41396,2015,1,1,2,12
351,41483,2015,1,1,2,3
352,41001,2015,1,1,2,9
353,41503,2015,1,1,2,2
354,41518,2015,1,1,2,0
355,41524,2015,1,1,2,6
356,41530,2015,1,1,2,4
357,41548,2015,1,1,2,3
358,41551,2015,1,1,2,10
359,41615,2015,1,1,2,3
360,41660,2015,1,1,2,1
361,41668,2015,1,1,2,7
362,41676,2015,1,1,2,3
363,41770,2015,1,1,2,6
364,41791,2015,1,1,2,5
365,41799,2015,1,1,2,3
366,41801,2015,1,1,2,2
367,41797,2015,1,1,2,2
368,41807,2015,1,1,2,5
369,41872,2015,1,1,2,2
370,41885,2015,1,1,2,0
371,41006,2015,1,2,1,0
372,41013,2015,1,2,1,0
373,41016,2015,1,2,1,0
374,41020,2015,1,2,1,0
375,41026,2015,1,2,1,0
376,41078,2015,1,2,1,0
377,41132,2015,1,2,1,0
378,41206,2015,1,2,1,0
379,41244,2015,1,2,1,0
380,41298,2015,1,2,1,0
381,41306,2015,1,2,1,0
382,41319,2015,1,2,1,0
383,41349,2015,1,2,1,0
384,41357,2015,1,2,1,0
385,41359,2015,1,2,1,0
386,41378,2015,1,2,1,0
387,41396,2015,1,2,1,0
388,41483,2015,1,2,1,0
389,41001,2015,1,2,1,0
390,41503,2015,1,2,1,0
391,41518,2015,1,2,1,0
392,41524,2015,1,2,1,0
393,41530,2015,1,2,1,0
394,41548,2015,1,2,1,0
395,41551,2015,1,2,1,0
396,41615,2015,1,2,1,0
397,41660,2015,1,2,1,0
398,41668,2015,1,2,1,0
399,41676,2015,1,2,1,0
400,41770,2015,1,2,1,0
401,41791,2015,1,2,1,0
402,41799,2015,1,2,1,0
403,41801,2015,1,2,1,0
404,41797,2015,1,2,1,0
405,41807,2015,1,2,1,0
406,41872,2015,1,2,1,0
407,41885,2015,1,2,1,0
408,41006,2015,1,2,2,0
409,41013,2015,1,2,2,1
410,41016,2015,1,2,2,1
411,41020,2015,1,2,2,0
412,41026,2015,1,2,2,0
413,41078,2015,1,2,2,2
414,41132,2015,1,2,2,1
415,41206,2015,1,2,2,1
416,41244,2015,1,2,2,0
417,41298,2015,1,2,2,1
418,41306,2015,1,2,2,0
419,41319,2015,1,2,2,0
420,41349,2015,1,2,2,0
421,41357,2015,1,2,2,0
422,41359,2015,1,2,2,0
423,41378,2015,1,2,2,1
424,41396,2015,1,2,2,1
425,41483,2015,1,2,2,0
426,41001,2015,1,2,2,1
427,41503,2015,1,2,2,0
428,41518,2015,1,2,2,0
429,41524,2015,1,2,2,0
430,41530,2015,1,2,2,0
431,41548,2015,1,2,2,2
432,41551,2015,1,2,2,0
433,41615,2015,1,2,2,0
434,41660,2015,1,2,2,0
435,41668,2015,1,2,2,0
436,41676,2015,1,2,2,0
437,41770,2015,1,2,2,0
438,41791,2015,1,2,2,0
439,41799,2015,1,2,2,0
440,41801,2015,1,2,2,0
441,41797,2015,1,2,2,0
442,41807,2015,1,2,2,0
443,41872,2015,1,2,2,1
444,41885,2015,1,2,2,0
445,41006,2015,1,3,1,5
446,41013,2015,1,3,1,3
447,41016,2015,1,3,1,6
448,41020,2015,1,3,1,4
449,41026,2015,1,3,1,3
450,41078,2015,1,3,1,7
451,41132,2015,1,3,1,15
452,41206,2015,1,3,1,2
453,41244,2015,1,3,1,2
454,41298,2015,1,3,1,15
455,41306,2015,1,3,1,5
456,41319,2015,1,3,1,4
457,41349,2015,1,3,1,3
458,41357,2015,1,3,1,3
459,41359,2015,1,3,1,3
460,41378,2015,1,3,1,2
461,41396,2015,1,3,1,13
462,41483,2015,1,3,1,3
463,41001,2015,1,3,1,90
464,41503,2015,1,3,1,2
465,41518,2015,1,3,1,2
466,41524,2015,1,3,1,6
467,41530,2015,1,3,1,4
468,41548,2015,1,3,1,3
469,41551,2015,1,3,1,18
470,41615,2015,1,3,1,5
471,41660,2015,1,3,1,3
472,41668,2015,1,3,1,7
473,41676,2015,1,3,1,3
474,41770,2015,1,3,1,3
475,41791,2015,1,3,1,4
476,41799,2015,1,3,1,3
477,41801,2015,1,3,1,2
478,41797,2015,1,3,1,5
479,41807,2015,1,3,1,5
480,41872,2015,1,3,1,2
481,41885,2015,1,3,1,5
482,41006,2015,1,3,2,79
483,41013,2015,1,3,2,19
484,41016,2015,1,3,2,26
485,41020,2015,1,3,2,55
486,41026,2015,1,3,2,6
487,41078,2015,1,3,2,32
488,41132,2015,1,3,2,31
489,41206,2015,1,3,2,48
490,41244,2015,1,3,2,11
491,41298,2015,1,3,2,86
492,41306,2015,1,3,2,42
493,41319,2015,1,3,2,46
494,41349,2015,1,3,2,5
495,41357,2015,1,3,2,27
496,41359,2015,1,3,2,57
497,41378,2015,1,3,2,31
498,41396,2015,1,3,2,114
499,41483,2015,1,3,2,20
500,41001,2015,1,3,2,77
501,41503,2015,1,3,2,25
502,41518,2015,1,3,2,18
503,41524,2015,1,3,2,46
504,41530,2015,1,3,2,36
505,41548,2015,1,3,2,35
506,41551,2015,1,3,2,124
507,41615,2015,1,3,2,22
508,41660,2015,1,3,2,37
509,41668,2015,1,3,2,82
510,41676,2015,1,3,2,36
511,41770,2015,1,3,2,52
512,41791,2015,1,3,2,42
513,41799,2015,1,3,2,44
514,41801,2015,1,3,2,20
515,41797,2015,1,3,2,15
516,41807,2015,1,3,2,32
517,41872,2015,1,3,2,12
518,41885,2015,1,3,2,5
519,41006,2015,2,4,1,108
520,41013,2015,2,4,1,2
521,41016,2015,2,4,1,0
522,41020,2015,2,4,1,0
523,41026,2015,2,4,1,1
524,41078,2015,2,4,1,0
525,41132,2015,2,4,1,0
526,41206,2015,2,4,1,4
527,41244,2015,2,4,1,0
528,41298,2015,2,4,1,0
529,41306,2015,2,4,1,10
530,41319,2015,2,4,1,1
531,41349,2015,2,4,1,0
532,41357,2015,2,4,1,0
533,41359,2015,2,4,1,0
534,41378,2015,2,4,1,2
535,41396,2015,2,4,1,1
536,41483,2015,2,4,1,4
537,41001,2015,2,4,1,0
538,41503,2015,2,4,1,1
539,41518,2015,2,4,1,0
540,41524,2015,2,4,1,4
541,41530,2015,2,4,1,0
542,41548,2015,2,4,1,1
543,41551,2015,2,4,1,26
544,41615,2015,2,4,1,3
545,41660,2015,2,4,1,0
546,41668,2015,2,4,1,1
547,41676,2015,2,4,1,0
548,41770,2015,2,4,1,2
549,41791,2015,2,4,1,1
550,41799,2015,2,4,1,0
551,41801,2015,2,4,1,0
552,41797,2015,2,4,1,1
553,41807,2015,2,4,1,3
554,41872,2015,2,4,1,0
555,41885,2015,2,4,1,2
556,41006,2015,2,4,2,0
557,41013,2015,2,4,2,1
558,41016,2015,2,4,2,0
559,41020,2015,2,4,2,0
560,41026,2015,2,4,2,0
561,41078,2015,2,4,2,0
562,41132,2015,2,4,2,0
563,41206,2015,2,4,2,0
564,41244,2015,2,4,2,0
565,41298,2015,2,4,2,0
566,41306,2015,2,4,2,0
567,41319,2015,2,4,2,0
568,41349,2015,2,4,2,0
569,41357,2015,2,4,2,0
570,41359,2015,2,4,2,0
571,41378,2015,2,4,2,0
572,41396,2015,2,4,2,0
573,41483,2015,2,4,2,0
574,41001,2015,2,4,2,0
575,41503,2015,2,4,2,0
576,41518,2015,2,4,2,0
577,41524,2015,2,4,2,1
578,41530,2015,2,4,2,0
579,41548,2015,2,4,2,0
580,41551,2015,2,4,2,0
581,41615,2015,2,4,2,2
582,41660,2015,2,4,2,0
583,41668,2015,2,4,2,0
584,41676,2015,2,4,2,0
585,41770,2015,2,4,2,0
586,41791,2015,2,4,2,0
587,41799,2015,2,4,2,0
588,41801,2015,2,4,2,0
589,41797,2015,2,4,2,0
590,41807,2015,2,4,2,0
591,41872,2015,2,4,2,0
592,41885,2015,2,4,2,0
593,41006,2014,1,1,1,
594,41013,2014,1,1,1,
595,41016,2014,1,1,1,
596,41020,2014,1,1,1,
597,41026,2014,1,1,1,
598,41078,2014,1,1,1,
599,41132,2014,1,1,1,
600,41206,2014,1,1,1,
601,41244,2014,1,1,1,
602,41298,2014,1,1,1,
603,41306,2014,1,1,1,
604,41319,2014,1,1,1,
605,41349,2014,1,1,1,
606,41357,2014,1,1,1,
607,41359,2014,1,1,1,
608,41378,2014,1,1,1,
609,41396,2014,1,1,1,
610,41483,2014,1,1,1,
611,41001,2014,1,1,1,
612,41503,2014,1,1,1,
613,41518,2014,1,1,1,
614,41524,2014,1,1,1,
615,41530,2014,1,1,1,
616,41548,2014,1,1,1,
617,41551,2014,1,1,1,
618,41615,2014,1,1,1,
619,41660,2014,1,1,1,
620,41668,2014,1,1,1,
621,41676,2014,1,1,1,
622,41770,2014,1,1,1,
623,41791,2014,1,1,1,
624,41799,2014,1,1,1,
625,41801,2014,1,1,1,
626,41797,2014,1,1,1,
627,41807,2014,1,1,1,
628,41872,2014,1,1,1,
629,41885,2014,1,1,1,
630,41006,2014,1,1,2,
631,41013,2014,1,1,2,
632,41016,2014,1,1,2,
633,41020,2014,1,1,2,
634,41026,2014,1,1,2,
635,41078,2014,1,1,2,
636,41132,2014,1,1,2,
637,41206,2014,1,1,2,
638,41244,2014,1,1,2,
639,41298,2014,1,1,2,
640,41306,2014,1,1,2,
641,41319,2014,1,1,2,
642,41349,2014,1,1,2,
643,41357,2014,1,1,2,
644,41359,2014,1,1,2,
645,41378,2014,1,1,2,
646,41396,2014,1,1,2,
647,41483,2014,1,1,2,
648,41001,2014,1,1,2,
649,41503,2014,1,1,2,
650,41518,2014,1,1,2,
651,41524,2014,1,1,2,
652,41530,2014,1,1,2,
653,41548,2014,1,1,2,
654,41551,2014,1,1,2,
655,41615,2014,1,1,2,
656,41660,2014,1,1,2,
657,41668,2014,1,1,2,
658,41676,2014,1,1,2,
659,41770,2014,1,1,2,
660,41791,2014,1,1,2,
661,41799,2014,1,1,2,
662,41801,2014,1,1,2,
663,41797,2014,1,1,2,
664,41807,2014,1,1,2,
665,41872,2014,1,1,2,
666,41885,2014,1,1,2,
667,41006,2014,1,2,1,
668,41013,2014,1,2,1,
669,41016,2014,1,2,1,
670,41020,2014,1,2,1,
671,41026,2014,1,2,1,
672,41078,2014,1,2,1,
673,41132,2014,1,2,1,
674,41206,2014,1,2,1,
675,41244,2014,1,2,1,
676,41298,2014,1,2,1,
677,41306,2014,1,2,1,
678,41319,2014,1,2,1,
679,41349,2014,1,2,1,
680,41357,2014,1,2,1,
681,41359,2014,1,2,1,
682,41378,2014,1,2,1,
683,41396,2014,1,2,1,
684,41483,2014,1,2,1,
685,41001,2014,1,2,1,
686,41503,2014,1,2,1,
687,41518,2014,1,2,1,
688,41524,2014,1,2,1,
689,41530,2014,1,2,1,
690,41548,2014,1,2,1,
691,41551,2014,1,2,1,
692,41615,2014,1,2,1,
693,41660,2014,1,2,1,
694,41668,2014,1,2,1,
695,41676,2014,1,2,1,
696,41770,2014,1,2,1,
697,41791,2014,1,2,1,
698,41799,2014,1,2,1,
699,41801,2014,1,2,1,
700,41797,2014,1,2,1,
701,41807,2014,1,2,1,
702,41872,2014,1,2,1,
703,41885,2014,1,2,1,
704,41006,2014,1,2,2,
705,41013,2014,1,2,2,
706,41016,2014,1,2,2,
707,41020,2014,1,2,2,
708,41026,2014,1,2,2,
709,41078,2014,1,2,2,
710,41132,2014,1,2,2,
711,41206,2014,1,2,2,
712,41244,2014,1,2,2,
713,41298,2014,1,2,2,
714,41306,2014,1,2,2,
715,41319,2014,1,2,2,
716,41349,2014,1,2,2,
717,41357,2014,1,2,2,
718,41359,2014,1,2,2,
719,41378,2014,1,2,2,
720,41396,2014,1,2,2,
721,41483,2014,1,2,2,
722,41001,2014,1,2,2,
723,41503,2014,1,2,2,
724,41518,2014,1,2,2,
725,41524,2014,1,2,2,
726,41530,2014,1,2,2,
727,41548,2014,1,2,2,
728,41551,2014,1,2,2,
729,41615,2014,1,2,2,
730,41660,2014,1,2,2,
731,41668,2014,1,2,2,
732,41676,2014,1,2,2,
733,41770,2014,1,2,2,
734,41791,2014,1,2,2,
735,41799,2014,1,2,2,
736,41801,2014,1,2,2,
737,41797,2014,1,2,2,
738,41807,2014,1,2,2,
739,41872,2014,1,2,2,
740,41885,2014,1,2,2,
741,41006,2014,1,3,1,
742,41013,2014,1,3,1,
743,41016,2014,1,3,1,
744,41020,2014,1,3,1,
745,41026,2014,1,3,1,
746,41078,2014,1,3,1,
747,41132,2014,1,3,1,
748,41206,2014,1,3,1,
749,41244,2014,1,3,1,
750,41298,2014,1,3,1,
751,41306,2014,1,3,1,
752,41319,2014,1,3,1,
753,41349,2014,1,3,1,
754,41357,2014,1,3,1,
755,41359,2014,1,3,1,
756,41378,2014,1,3,1,
757,41396,2014,1,3,1,
758,41483,2014,1,3,1,
759,41001,2014,1,3,1,
760,41503,2014,1,3,1,
761,41518,2014,1,3,1,
762,41524,2014,1,3,1,
763,41530,2014,1,3,1,
764,41548,2014,1,3,1,
765,41551,2014,1,3,1,
766,41615,2014,1,3,1,
767,41660,2014,1,3,1,
768,41668,2014,1,3,1,
769,41676,2014,1,3,1,
770,41770,2014,1,3,1,
771,41791,2014,1,3,1,
772,41799,2014,1,3,1,
773,41801,2014,1,3,1,
774,41797,2014,1,3,1,
775,41807,2014,1,3,1,
776,41872,2014,1,3,1,
777,41885,2014,1,3,1,
778,41006,2014,1,3,2,
779,41013,2014,1,3,2,
780,41016,2014,1,3,2,
781,41020,2014,1,3,2,
782,41026,2014,1,3,2,
783,41078,2014,1,3,2,
784,41132,2014,1,3,2,
785,41206,2014,1,3,2,
786,41244,2014,1,3,2,
787,41298,2014,1,3,2,
788,41306,2014,1,3,2,
789,41319,2014,1,3,2,
790,41349,2014,1,3,2,
791,41357,2014,1,3,2,
792,41359,2014,1,3,2,
793,41378,2014,1,3,2,
794,41396,2014,1,3,2,
795,41483,2014,1,3,2,
796,41001,2014,1,3,2,
797,41503,2014,1,3,2,
798,41518,2014,1,3,2,
799,41524,2014,1,3,2,
800,41530,2014,1,3,2,
801,41548,2014,1,3,2,
802,41551,2014,1,3,2,
803,41615,2014,1,3,2,
804,41660,2014,1,3,2,
805,41668,2014,1,3,2,
806,41676,2014,1,3,2,
807,41770,2014,1,3,2,
808,41791,2014,1,3,2,
809,41799,2014,1,3,2,
810,41801,2014,1,3,2,
811,41797,2014,1,3,2,
812,41807,2014,1,3,2,
813,41872,2014,1,3,2,
814,41885,2014,1,3,2,
815,41006,2014,2,4,1,
816,41013,2014,2,4,1,
817,41016,2014,2,4,1,
818,41020,2014,2,4,1,
819,41026,2014,2,4,1,
820,41078,2014,2,4,1,
821,41132,2014,2,4,1,
822,41206,2014,2,4,1,
823,41244,2014,2,4,1,
824,41298,2014,2,4,1,
825,41306,2014,2,4,1,
826,41319,2014,2,4,1,
827,41349,2014,2,4,1,
828,41357,2014,2,4,1,
829,41359,2014,2,4,1,
830,41378,2014,2,4,1,
831,41396,2014,2,4,1,
832,41483,2014,2,4,1,
833,41001,2014,2,4,1,
834,41503,2014,2,4,1,
835,41518,2014,2,4,1,
836,41524,2014,2,4,1,
837,41530,2014,2,4,1,
838,41548,2014,2,4,1,
839,41551,2014,2,4,1,
840,41615,2014,2,4,1,
841,41660,2014,2,4,1,
842,41668,2014,2,4,1,
843,41676,2014,2,4,1,
844,41770,2014,2,4,1,
845,41791,2014,2,4,1,
846,41799,2014,2,4,1,
847,41801,2014,2,4,1,
848,41797,2014,2,4,1,
849,41807,2014,2,4,1,
850,41872,2014,2,4,1,
851,41885,2014,2,4,1,
852,41006,2014,2,4,2,
853,41013,2014,2,4,2,
854,41016,2014,2,4,2,
855,41020,2014,2,4,2,
856,41026,2014,2,4,2,
857,41078,2014,2,4,2,
858,41132,2014,2,4,2,
859,41206,2014,2,4,2,
860,41244,2014,2,4,2,
861,41298,2014,2,4,2,
862,41306,2014,2,4,2,
863,41319,2014,2,4,2,
864,41349,2014,2,4,2,
865,41357,2014,2,4,2,
866,41359,2014,2,4,2,
867,41378,2014,2,4,2,
868,41396,2014,2,4,2,
869,41483,2014,2,4,2,
870,41001,2014,2,4,2,
871,41503,2014,2,4,2,
872,41518,2014,2,4,2,
873,41524,2014,2,4,2,
874,41530,2014,2,4,2,
875,41548,2014,2,4,2,
876,41551,2014,2,4,2,
877,41615,2014,2,4,2,
878,41660,2014,2,4,2,
879,41668,2014,2,4,2,
880,41676,2014,2,4,2,
881,41770,2014,2,4,2,
882,41791,2014,2,4,2,
883,41799,2014,2,4,2,
884,41801,2014,2,4,2,
885,41797,2014,2,4,2,
886,41807,2014,2,4,2,
887,41872,2014,2,4,2,
888,41885,2014,2,4,2,
